Gene	numberofposfactors	txids	interpolyAdist
ENSG00000095906.16	4	ENST00000565134.5_ENST00000565987.5_ENST00000568706.1_ENST00000262302.13	NA
ENSG00000099769.5	3	ENST00000568221.1_ENST00000415638.3_ENST00000215539.3	NA
ENSG00000063854.12	5	ENST00000397353.6,ENST00000566709.5_ENST00000455446.6_ENST00000397356.7_ENST00000566644.5_ENST00000564445.5	NA
ENSG00000180185.11	2	ENST00000615972.1_ENST00000382666.5,ENST00000382668.7	2081
ENSG00000198736.11	3	ENST00000399753.2_ENST00000473663.1_ENST00000622125.4,ENST00000361871.7	NA
ENSG00000179580.9	2	ENST00000569210.6_ENST00000321392.4,ENST00000569714.5	27
ENSG00000183751.14	2	ENST00000615855.4_ENST00000568546.5	4250
ENSG00000196408.11	2	ENST00000397280.8,ENST00000566005.5_ENST00000356120.8,ENST00000354249.8	123
ENSG00000127554.12	3	ENST00000561710.1_ENST00000569451.1,ENST00000567719.1_ENST00000248114.6	NA
ENSG00000127561.14	2	ENST00000562045.1_ENST00000618464.1,ENST00000248121.6	901
ENSG00000167962.13	2	ENST00000562103.1_ENST00000563630.5	578
ENSG00000183971.6	2	ENST00000329610.5_ENST00000566435.1	136
ENSG00000065054.13	5	ENST00000561844.5_ENST00000563587.5_ENST00000566198.1_ENST00000432365.6_ENST00000424542.6	NA
ENSG00000103197.17	3	ENST00000642365.1,ENST00000642561.1,ENST00000644329.1,ENST00000382538.10,ENST00000439673.6,ENST00000644399.1,ENST00000568454.6,ENST00000642936.1,ENST00000350773.9,ENST00000401874.7,ENST00000642797.1,ENST00000644043.1,ENST00000219476.8,ENST00000646388.1,ENST00000644335.1_ENST00000643088.1_ENST00000643946.1	NA
ENSG00000131653.12	2	ENST00000567653.5,ENST00000565383.5_ENST00000326181.10	9614
ENSG00000167965.17	2	ENST00000565250.1_ENST00000382450.8,ENST00000564088.5,ENST00000397124.5,ENST00000301724.14,ENST00000569417.5	60
ENSG00000182685.7	3	ENST00000566018.1_ENST00000562360.5_ENST00000328540.7	NA
ENSG00000167969.12	3	ENST00000570258.5_ENST00000562238.5_ENST00000301729.8	NA
ENSG00000205937.11	2	ENST00000568631.5,ENST00000567147.5,ENST00000569598.6,ENST00000301730.12_ENST00000566397.5,ENST00000565678.5,ENST00000397086.6,ENST00000561718.5,ENST00000566458.5,ENST00000320225.9	730
ENSG00000167972.13	2	ENST00000567910.1_ENST00000301732.9,ENST00000382381.7	47458
ENSG00000162062.14	2	ENST00000569496.5,ENST00000563531.5_ENST00000361837.8,ENST00000483320.5	36
ENSG00000162065.13	3	ENST00000627285.1_ENST00000293970.9_ENST00000646147.1,ENST00000567020.6	NA
ENSG00000185883.11	3	ENST00000568562.1_ENST00000565223.1_ENST00000330398.8,ENST00000564973.1	NA
ENSG00000162066.14	3	ENST00000293971.10_ENST00000413459.7_ENST00000302956.8	NA
ENSG00000140992.18	3	ENST00000441549.7,ENST00000389224.7_ENST00000268673.11_ENST00000342085.8	NA
ENSG00000167977.8	2	ENST00000564195.1_ENST00000301738.8	1551
ENSG00000167978.16	2	ENST00000570971.2_ENST00000630499.2,ENST00000301740.12,ENST00000570539.1	10567
ENSG00000103363.14	2	ENST00000494946.6,ENST00000572954.1_ENST00000409477.1,ENST00000262306.11,ENST00000409906.8	529
ENSG00000007038.10	2	ENST00000574813.5_ENST00000574265.1,ENST00000005995.7,ENST00000450020.7	132
ENSG00000162078.11	3	ENST00000571723.1_ENST00000572863.1,ENST00000382280.7_ENST00000570670.5	NA
ENSG00000162076.12	2	ENST00000572006.1_ENST00000293981.10,ENST00000396958.7	2486
ENSG00000059122.16	5	ENST00000573564.5_ENST00000571983.5_ENST00000575679.1_ENST00000344592.9_ENST00000416288.6,ENST00000253928.13	NA
ENSG00000131650.13	2	ENST00000575769.1_ENST00000571007.5,ENST00000575885.5,ENST00000303746.9,ENST00000572045.5,ENST00000319500.10	35
ENSG00000127564.16	4	ENST00000574730.5,ENST00000573944.5_ENST00000574385.5_ENST00000575040.1,ENST00000440027.6,ENST00000262300.12_ENST00000431515.6	NA
ENSG00000162073.13	3	ENST00000574988.1_ENST00000576565.1_ENST00000293978.12,ENST00000572687.1,ENST00000318782.8	NA
ENSG00000184697.6	2	ENST00000572154.1_ENST00000328796.4,ENST00000396925.1	145
ENSG00000006327.13	2	ENST00000573001.5_ENST00000326577.8,ENST00000341627.5,ENST00000575124.1	297
ENSG00000103145.10	3	ENST00000354679.3_ENST00000574980.5_ENST00000574151.5,ENST00000572355.5,ENST00000248089.7	NA
ENSG00000131652.13	2	ENST00000575576.5_ENST00000253952.9,ENST00000326266.12,ENST00000574549.5	33
ENSG00000162069.15	3	ENST00000389347.4_ENST00000572449.5,ENST00000642419.1_ENST00000573514.5	NA
ENSG00000008516.16	2	ENST00000612971.1_ENST00000336577.8	4777
ENSG00000008517.16	7	ENST00000529699.5,ENST00000548246.1,ENST00000529550.5,ENST00000551513.5,ENST00000552936.5,ENST00000531965.5,ENST00000530538.6,ENST00000552356.5_ENST00000552664.5_ENST00000548476.5,ENST00000533097.6,ENST00000526464.6,ENST00000551122.5,ENST00000396887.7,ENST00000530890.5,ENST00000440815.7,ENST00000444393.7,ENST00000534507.5,ENST00000548652.5,ENST00000549213.5,ENST00000528163.6_ENST00000396890.6_ENST00000325568.9,ENST00000382213.7,ENST00000613483.4_ENST00000525643.6_ENST00000008180.13	NA
ENSG00000130182.7	2	ENST00000538082.5_ENST00000252463.6,ENST00000575108.5,ENST00000576985.5	99
ENSG00000122386.10	2	ENST00000219091.8_ENST00000620094.4,ENST00000382192.7	34
ENSG00000085644.13	5	ENST00000574575.2_ENST00000572647.5_ENST00000576416.5_ENST00000416391.6_ENST00000574902.5,ENST00000396878.7	NA
ENSG00000010539.11	3	ENST00000575948.1_ENST00000396870.8_ENST00000431561.7,ENST00000396868.7,ENST00000414144.6,ENST00000396871.8	NA
ENSG00000103313.12	2	ENST00000536379.5,ENST00000541159.5_ENST00000219596.5,ENST00000339854.8	1113
ENSG00000006194.9	6	ENST00000573578.1_ENST00000574253.1_ENST00000575823.1_ENST00000538765.2_ENST00000219069.5_ENST00000575332.1,ENST00000574674.1	NA
ENSG00000162086.14	2	ENST00000617839.1_ENST00000574298.5	927
ENSG00000140987.19	5	ENST00000573830.1_ENST00000422427.6_ENST00000574940.5_ENST00000439568.2_ENST00000304926.7,ENST00000396846.7,ENST00000396852.8,ENST00000618425.4	NA
ENSG00000103343.12	5	ENST00000572544.1_ENST00000575752.5_ENST00000344823.9_ENST00000571936.5_ENST00000268655.4	NA
ENSG00000122390.17	8	ENST00000615865.1_ENST00000573580.5_ENST00000577013.5_ENST00000424546.6,ENST00000421765.7_ENST00000570819.5_ENST00000572942.5_ENST00000576916.5_ENST00000572584.1,ENST00000360862.9,ENST00000414063.6,ENST00000575076.5,ENST00000407558.8	NA
ENSG00000103351.12	4	ENST00000341633.9_ENST00000571025.5_ENST00000572600.5_ENST00000576634.5	NA
ENSG00000213918.10	4	ENST00000246949.9,ENST00000570664.1_ENST00000576792.1_ENST00000407479.5_ENST00000575479.1	NA
ENSG00000005339.14	4	ENST00000571826.5,ENST00000572134.1_ENST00000573517.6_ENST00000382070.7_ENST00000262367.9	NA
ENSG00000185739.13	2	ENST00000537996.1_ENST00000399609.7	2436
ENSG00000217930.7	2	ENST00000573553.5,ENST00000575848.5,ENST00000571941.5,ENST00000318059.7,ENST00000576217.1_ENST00000577031.5	8702
ENSG00000262246.5	4	ENST00000570779.1_ENST00000574025.5_ENST00000537233.6_ENST00000251166.8	NA
ENSG00000103415.11	5	ENST00000570622.1_ENST00000575120.5_ENST00000398595.7_ENST00000458134.7_ENST00000219700.10,ENST00000406590.6,ENST00000414777.5,ENST00000613539.1,ENST00000619528.4,ENST00000619913.4,ENST00000570646.5	NA
ENSG00000089486.16	6	ENST00000562334.5_ENST00000563507.5_ENST00000564828.5_ENST00000567695.5_ENST00000399599.7_ENST00000563332.6	NA
ENSG00000153443.12	3	ENST00000587649.1_ENST00000587615.1_ENST00000590965.1,ENST00000591401.5,ENST00000283474.11,ENST00000591897.5	NA
ENSG00000102858.12	3	ENST00000588994.5_ENST00000586183.5_ENST00000399577.9,ENST00000262370.11,ENST00000415496.5	NA
ENSG00000168101.14	3	ENST00000590460.1_ENST00000586252.1_ENST00000405142.1,ENST00000304301.10,ENST00000586536.1	NA
ENSG00000166246.13	2	ENST00000619274.1_ENST00000590191.1,ENST00000299320.9	5557
ENSG00000103199.13	2	ENST00000545009.1_ENST00000588942.1,ENST00000219478.10	2575
ENSG00000267795.5	3	ENST00000615471.4_ENST00000588500.1_ENST00000586440.1,ENST00000615889.4	NA
ENSG00000067836.12	2	ENST00000592019.1_ENST00000322048.11	341
ENSG00000140632.16	3	ENST00000587297.1_ENST00000591451.5_ENST00000589389.5,ENST00000436648.9,ENST00000321919.13	NA
ENSG00000118900.14	2	ENST00000590769.5_ENST00000262376.10,ENST00000396658.8	2066
ENSG00000118898.15	2	ENST00000590782.6_ENST00000345988.6	316
ENSG00000103174.11	2	ENST00000563578.5_ENST00000312251.7,ENST00000381955.7	86
ENSG00000033011.11	3	ENST00000544428.1_ENST00000588623.5_ENST00000262374.9	NA
ENSG00000118894.14	2	ENST00000587133.1_ENST00000458008.8,ENST00000427587.8	1268
ENSG00000078328.20	7	ENST00000585867.2_ENST00000535565.6,ENST00000422070.8_ENST00000552089.5_ENST00000567470.1,ENST00000553186.5,ENST00000436368.6,ENST00000547338.5_ENST00000547372.5,ENST00000641259.1_ENST00000311745.9,ENST00000355637.8_ENST00000340209.8,ENST00000550418.5,ENST00000620507.4	NA
ENSG00000232258.6	2	ENST00000624696.1_ENST00000620492.4,ENST00000568335.3	247
ENSG00000067365.14	4	ENST00000562973.1_ENST00000562151.2_ENST00000561758.5_ENST00000381920.7	NA
ENSG00000183044.11	3	ENST00000569156.5_ENST00000567812.5,ENST00000425191.6_ENST00000268251.12,ENST00000396600.6	NA
ENSG00000140650.11	3	ENST00000566983.5_ENST00000569958.5_ENST00000268261.8	NA
ENSG00000153048.10	4	ENST00000562843.5_ENST00000567554.5_ENST00000561530.5,ENST00000311052.9_ENST00000610831.4,ENST00000614449.4,ENST00000619881.4,ENST00000396593.6,ENST00000618335.4,ENST00000611932.4	NA
ENSG00000283516.1	2	ENST00000637929.1_ENST00000636296.1,ENST00000637237.1	172
ENSG00000187555.14	2	ENST00000381886.8_ENST00000344836.8	1694
ENSG00000182831.11	2	ENST00000574285.2_ENST00000327827.11	8459
ENSG00000183454.16	5	ENST00000637393.1_ENST00000330684.3_ENST00000562109.5_ENST00000535259.5_ENST00000396573.6	NA
ENSG00000166669.13	2	ENST00000543967.5_ENST00000324570.9,ENST00000356427.2,ENST00000396559.5,ENST00000396560.6	1152
ENSG00000213853.9	2	ENST00000536829.1_ENST00000359543.7	4427
ENSG00000166676.14	3	ENST00000619408.1_ENST00000572102.5,ENST00000572428.5,ENST00000299866.12_ENST00000612195.4	NA
ENSG00000179583.19	3	ENST00000381835.9_ENST00000618207.4,ENST00000618327.4_ENST00000324288.13,ENST00000646979.1	NA
ENSG00000038532.15	4	ENST00000409552.4_ENST00000459723.1_ENST00000428742.6,ENST00000436973.5_ENST00000261657.5,ENST00000409790.5	NA
ENSG00000175643.8	2	ENST00000576027.1_ENST00000572173.1,ENST00000312499.5	397
ENSG00000188897.8	2	ENST00000599216.5,ENST00000598234.5_ENST00000595168.1	12170
ENSG00000189067.12	9	ENST00000574703.5_ENST00000571976.1_ENST00000620789.4_ENST00000572255.5,ENST00000574763.5,ENST00000576036.5_ENST00000571459.5_ENST00000570904.5_ENST00000381810.7_ENST00000339430.9,ENST00000413364.6_ENST00000622633.4,ENST00000571688.5	NA
ENSG00000103342.12	3	ENST00000420576.6_ENST00000565267.5,ENST00000563468.5,ENST00000439887.6_ENST00000434724.6	NA
ENSG00000234719.8	2	ENST00000620285.1_ENST00000399147.8	1251
ENSG00000048462.10	3	ENST00000562385.1_ENST00000396495.3_ENST00000053243.5	NA
ENSG00000048471.13	4	ENST00000563308.1_ENST00000562510.1_ENST00000564791.5_ENST00000566228.5	NA
ENSG00000103381.11	2	ENST00000261660.4,ENST00000433677.6_ENST00000381774.8	3688
ENSG00000237515.8	3	ENST00000423335.2_ENST00000639941.1_ENST00000558583.2	NA
ENSG00000175595.14	2	ENST00000575156.5_ENST00000311895.7	19098
ENSG00000186260.16	5	ENST00000573434.1_ENST00000572567.5_ENST00000573051.1_ENST00000574045.5_ENST00000571589.5,ENST00000318282.9	NA
ENSG00000140694.16	4	ENST00000539279.5_ENST00000341484.11_ENST00000420015.6_ENST00000437198.6	NA
ENSG00000103429.10	5	ENST00000562442.5_ENST00000564078.1_ENST00000562545.5_ENST00000563971.5_ENST00000565478.1,ENST00000261658.6	NA
ENSG00000224712.12	3	ENST00000526520.5_ENST00000552140.5_ENST00000531598.6	NA
ENSG00000254852.8	2	ENST00000530328.5_ENST00000529166.5,ENST00000553201.1	1515
ENSG00000183426.16	2	ENST00000537062.1_ENST00000328085.10	1535
ENSG00000179889.18	6	ENST00000455313.6_ENST00000627450.2_ENST00000563679.5_ENST00000569715.5_ENST00000450288.3,ENST00000396410.8_ENST00000535621.6	NA
ENSG00000085721.12	4	ENST00000564131.1_ENST00000327307.11_ENST00000429751.6_ENST00000563559.5,ENST00000198767.10	NA
ENSG00000183793.13	2	ENST00000534094.1_ENST00000360151.8	1550
ENSG00000156968.8	2	ENST00000396385.3_ENST00000287594.7	4829
ENSG00000166780.10	5	ENST00000561692.5_ENST00000564389.5,ENST00000566490.5_ENST00000452191.6_ENST00000300006.8_ENST00000565857.1	NA
ENSG00000166783.21	2	ENST00000548025.5,ENST00000551742.5_ENST00000540441.6,ENST00000396368.7	1785
ENSG00000072864.14	3	ENST00000574109.5_ENST00000576502.5_ENST00000396354.5,ENST00000396355.5	NA
ENSG00000133392.17	3	ENST00000300036.5_ENST00000576790.6_ENST00000396324.7,ENST00000452625.6	NA
ENSG00000133393.12	5	ENST00000573429.5_ENST00000575073.5_ENST00000575744.5_ENST00000573396.5_ENST00000573968.5,ENST00000255759.10	NA
ENSG00000103222.18	2	ENST00000572882.2_ENST00000399410.7,ENST00000399408.6	1549
ENSG00000091262.15	3	ENST00000575728.1_ENST00000640696.1,ENST00000622290.4_ENST00000205557.11	NA
ENSG00000103226.17	2	ENST00000570346.1_ENST00000263012.10,ENST00000399336.8	511
ENSG00000183889.12	2	ENST00000524823.6_ENST00000381497.6	1274
ENSG00000214967.5	2	ENST00000344087.4_ENST00000530217.2	146
ENSG00000185164.14	2	ENST00000543392.5,ENST00000621364.4,ENST00000622306.4_ENST00000620440.4,ENST00000381474.7,ENST00000330537.10	82600
ENSG00000134419.15	3	ENST00000569083.1_ENST00000576436.5,ENST00000565420.5,ENST00000563390.5_ENST00000322989.8	NA
ENSG00000170540.14	3	ENST00000562819.5_ENST00000546206.6_ENST00000304414.11	NA
ENSG00000157106.16	7	ENST00000330588.4_ENST00000565224.5_ENST00000561947.5_ENST00000566328.2_ENST00000563235.5_ENST00000565324.5_ENST00000446231.6	NA
ENSG00000170537.12	3	ENST00000569532.5_ENST00000304381.9_ENST00000421369.3	NA
ENSG00000167186.10	3	ENST00000544894.6_ENST00000569127.1_ENST00000321998.9	NA
ENSG00000103528.16	3	ENST00000568115.5_ENST00000562711.6,ENST00000568433.1,ENST00000562034.5_ENST00000355377.6	NA
ENSG00000261210.7	3	ENST00000465414.1_ENST00000636231.1_ENST00000493231.5	NA
ENSG00000103534.16	3	ENST00000541464.5,ENST00000564959.1_ENST00000561503.5_ENST00000219821.9,ENST00000381414.8,ENST00000396229.6,ENST00000542583.6	NA
ENSG00000006007.11	2	ENST00000569899.5_ENST00000353258.7	2172
ENSG00000103544.14	6	ENST00000563649.1_ENST00000513947.8_ENST00000542263.5,ENST00000417362.6_ENST00000438132.7,ENST00000448695.5,ENST00000543152.5_ENST00000251143.9_ENST00000542027.3	NA
ENSG00000103550.13	2	ENST00000568230.5_ENST00000219837.11	4422
ENSG00000174628.16	3	ENST00000564186.5_ENST00000568061.1_ENST00000320394.10	NA
ENSG00000167191.11	3	ENST00000569847.1_ENST00000569479.5_ENST00000300571.6	NA
ENSG00000169347.16	2	ENST00000341642.9,ENST00000381362.8,ENST00000381360.9_ENST00000302555.9	917
ENSG00000183549.10	3	ENST00000575070.1_ENST00000575584.5_ENST00000331849.8	NA
ENSG00000183747.11	3	ENST00000219054.10,ENST00000575690.5_ENST00000417235.6_ENST00000396104.2,ENST00000573854.5	NA
ENSG00000066813.14	7	ENST00000569163.1_ENST00000567288.5_ENST00000568098.1_ENST00000565232.5,ENST00000567001.5_ENST00000565322.5_ENST00000414188.6_ENST00000329697.10	NA
ENSG00000005187.11	3	ENST00000440284.6,ENST00000563914.1_ENST00000562251.5_ENST00000289416.9	NA
ENSG00000166743.9	3	ENST00000520010.5_ENST00000524149.5_ENST00000307493.8	NA
ENSG00000066654.13	2	ENST00000396083.6_ENST00000381337.6	1711
ENSG00000196678.13	3	ENST00000563117.5_ENST00000357967.8,ENST00000569729.5,ENST00000564349.5_ENST00000300005.7	NA
ENSG00000005189.19	2	ENST00000564274.5_ENST00000348433.10,ENST00000261377.10	188
ENSG00000188215.9	2	ENST00000563934.1_ENST00000324344.8	4071
ENSG00000102897.9	4	ENST00000567954.5,ENST00000569023.5_ENST00000568663.5_ENST00000562740.5_ENST00000219168.8,ENST00000412082.6,ENST00000439021.5,ENST00000396052.3	NA
ENSG00000011638.10	3	ENST00000572258.5,ENST00000572599.5_ENST00000451578.6_ENST00000261388.7,ENST00000233047.8	NA
ENSG00000103316.10	2	ENST00000543948.5,ENST00000219599.7_ENST00000570401.5	14649
ENSG00000169246.16	2	ENST00000448012.6_ENST00000542817.1	3801
ENSG00000197006.13	3	ENST00000569290.1_ENST00000396014.8_ENST00000358154.7,ENST00000615720.4	NA
ENSG00000155719.17	2	ENST00000286149.8_ENST00000388957.3,ENST00000388958.8,ENST00000388956.8,ENST00000646100.1	181
ENSG00000185864.16	3	ENST00000614197.4_ENST00000537951.1_ENST00000415645.6	NA
ENSG00000140740.10	3	ENST00000618892.1_ENST00000561553.5_ENST00000268379.8	NA
ENSG00000185716.11	4	ENST00000562695.1_ENST00000567004.1_ENST00000542527.6_ENST00000569656.5	NA
ENSG00000175267.14	2	ENST00000563389.1_ENST00000389398.9	18414
ENSG00000058600.15	4	ENST00000564209.5_ENST00000359210.8_ENST00000418581.6_ENST00000615879.4,ENST00000299853.9	NA
ENSG00000140743.7	2	ENST00000567010.1_ENST00000268383.6	3220
ENSG00000243716.10	5	ENST00000621622.4_ENST00000451409.5_ENST00000357370.6_ENST00000517539.5_ENST00000424340.5	NA
ENSG00000103404.14	3	ENST00000563525.2_ENST00000567975.1_ENST00000219689.11	NA
ENSG00000168447.10	3	ENST00000566441.2_ENST00000307331.9,ENST00000568085.5,ENST00000568923.5_ENST00000343070.6	NA
ENSG00000168434.12	2	ENST00000563164.1_ENST00000307149.9	3350
ENSG00000103365.15	2	ENST00000567468.5_ENST00000309859.8	781
ENSG00000103356.15	2	ENST00000563232.1,ENST00000564501.5_ENST00000563459.5,ENST00000449606.5	3006
ENSG00000103353.15	2	ENST00000567264.1_ENST00000567212.5,ENST00000395878.7	14549
ENSG00000004779.9	2	ENST00000570319.5_ENST00000562133.5,ENST00000007516.7	869
ENSG00000166847.9	4	ENST00000568272.1_ENST00000568589.5_ENST00000563998.5_ENST00000300087.6	NA
ENSG00000134398.14	2	ENST00000256797.8_ENST00000457008.6	50
ENSG00000166501.13	2	ENST00000466124.1_ENST00000303531.11,ENST00000321728.12,ENST00000643927.1,ENST00000646168.1	29023
ENSG00000122257.19	3	ENST00000452655.6_ENST00000562683.2_ENST00000319715.9,ENST00000348022.6,ENST00000381039.7	NA
ENSG00000090905.18	3	ENST00000450465.6_ENST00000315183.11,ENST00000395799.7_ENST00000569098.1	NA
ENSG00000205629.11	3	ENST00000570981.1_ENST00000572761.1_ENST00000575396.1,ENST00000399069.7	NA
ENSG00000155666.11	4	ENST00000441782.6_ENST00000567735.1_ENST00000568965.1_ENST00000286096.8	NA
ENSG00000077238.13	4	ENST00000628578.1_ENST00000562968.1_ENST00000565352.1_ENST00000170630.6,ENST00000395762.6,ENST00000543915.6	NA
ENSG00000103522.15	3	ENST00000564089.5_ENST00000395754.4_ENST00000337929.7	NA
ENSG00000077235.17	3	ENST00000569653.1_ENST00000356183.8_ENST00000561623.5	NA
ENSG00000047578.12	2	ENST00000618117.1_ENST00000261588.8	149115
ENSG00000169181.12	2	ENST00000380897.7,ENST00000395724.7_ENST00000447459.6	3356
ENSG00000169180.11	2	ENST00000569315.1_ENST00000568065.5,ENST00000565698.5,ENST00000304658.9	3060
ENSG00000233232.6	2	ENST00000435324.3_ENST00000452313.5	52
ENSG00000188603.19	6	ENST00000637551.2,ENST00000355477.10_ENST00000565316.6,ENST00000636228.1_ENST00000567963.6_ENST00000333496.14,ENST00000357806.11,ENST00000357857.14,ENST00000395653.9,ENST00000359984.12,ENST00000631023.2,ENST00000360019.8,ENST00000569430.6_ENST00000636147.1_ENST00000637100.1	NA
ENSG00000176046.8	2	ENST00000395641.2_ENST00000324873.7	4829
ENSG00000196502.11	3	ENST00000314752.11_ENST00000395607.5,ENST00000395609.5,ENST00000350842.8_ENST00000569554.5	NA
ENSG00000255524.7	2	ENST00000526428.1_ENST00000529716.5	1734
ENSG00000184110.14	2	ENST00000564243.5,ENST00000566866.5,ENST00000566501.5_ENST00000395587.5,ENST00000331666.10	132
ENSG00000168488.18	2	ENST00000564304.5_ENST00000570200.5,ENST00000566946.5,ENST00000325215.10,ENST00000567024.1,ENST00000336783.8,ENST00000340394.12,ENST00000382686.8,ENST00000395547.6,ENST00000564162.1	318
ENSG00000178188.14	4	ENST00000395532.8,ENST00000545570.5_ENST00000538342.5_ENST00000569651.1_ENST00000337120.9,ENST00000322610.12,ENST00000359285.9,ENST00000618521.4	NA
ENSG00000196296.13	2	ENST00000357084.7,ENST00000536376.5_ENST00000395503.8	45
ENSG00000177548.12	2	ENST00000544477.5_ENST00000357573.10,ENST00000358201.8	407
ENSG00000176953.12	3	ENST00000568148.1_ENST00000564978.5_ENST00000320805.8	NA
ENSG00000169682.17	2	ENST00000564476.1_ENST00000568829.1,ENST00000311008.15,ENST00000323081.12,ENST00000352260.11,ENST00000334536.12,ENST00000565975.5	490
ENSG00000213658.11	3	ENST00000454369.6_ENST00000570232.2_ENST00000360872.9,ENST00000395456.6,ENST00000354453.7,ENST00000395461.7	NA
ENSG00000254206.5	2	ENST00000614927.1_ENST00000524087.5	3680
ENSG00000213648.10	2	ENST00000565290.5_ENST00000360423.11	401
ENSG00000258150.5	2	ENST00000551411.5_ENST00000549950.5	385
ENSG00000169203.16	2	ENST00000617311.1_ENST00000458643.3	2936
ENSG00000197471.11	2	ENST00000395389.2_ENST00000360121.4	4963
ENSG00000103485.17	2	ENST00000562473.1_ENST00000395384.8	1175
ENSG00000103495.13	5	ENST00000567444.5_ENST00000569978.1_ENST00000616501.4_ENST00000563012.1_ENST00000568544.5,ENST00000568282.1,ENST00000562337.5,ENST00000563402.1,ENST00000566906.6,ENST00000545521.5,ENST00000568411.5,ENST00000219782.10,ENST00000322945.10	NA
ENSG00000167371.18	4	ENST00000567659.3_ENST00000636619.1,ENST00000637064.1_ENST00000637403.1,ENST00000637565.1_ENST00000300797.7,ENST00000358758.11,ENST00000645336.1,ENST00000572820.2	NA
ENSG00000103502.13	2	ENST00000563415.1,ENST00000570016.5_ENST00000561555.5,ENST00000566113.5,ENST00000569956.5,ENST00000219789.10	371
ENSG00000174943.9	3	ENST00000561540.1_ENST00000566413.1_ENST00000568995.1,ENST00000568000.5	NA
